urdu,roman
زمیں ہوگی کسی قاتل کا داماں ہم نہ کہتے تھے اکارت جائے گا خون شہیداں ہم نہ کہتے تھے علاج چاک پیراہن ہوا تو اس طرح ہوگا سیا جائے گا کانٹوں سے گریباں ہم نہ کہتے تھے ترانے کچھ دئیے لفظوں میں خود کو قید کر لیں گے عجب انداز سے پھیلے گا زنداں ہم نہ کہتے تھے کوئی اتنا نہ ہوگا لاش بھی لے جا کے دفنا دے انہیں سڑکوں پہ مر جائے گا انساں ہم نہ کہتے تھے نظر لپٹی ہے شعلوں میں لہو تپتا ہے انکھوں میں اٹھا ہی چاہتا ہے کوئی طوفاں ہم نہ کہتے تھے چھلکتے جام میں بھیگی ہوئی انکھیں اتر ائیں ستائے گی کسی دن یاد یاراں ہم نہ کہتے تھے نئی تہذیب کیسے لکھنؤ کو راس ائے گی اجڑ جائے گا یہ شہر غزالاں ہم نہ کہتے تھے,zam hog kis q til k d m ham na kahte the ak rat j .eg h n e shah d ham na kahte the il j e ch k e pair han hu to is tarah hog siy j .eg k to se gareb ham na kahte the tar ne kuchh diye lafzo me hud ko qaid kar le ge ajab and z se phaileg zind ham na kahte the ko itn na hog laash bh le j ke dafn de inh sa ko pe mar j .eg ins ham na kahte the nazar lipt hai sholo me lah tapt hai kho me uth h ch ht hai ko t f ham na kahte the chhalakte jaam me bh g hu khe utar aa.ii sat .eg kis din y d e y r ham na kahte the na. tahz b kaise lucknow ko raas aa.eg uja j .eg ye shahr e haz l ham na kahte the
بہت دل کر کے ہونٹوں کی شگفتہ تازگی دی ہے چمن مانگا تھا پر اس نے بمشکل اک کلی دی ہے مرے خلوت کدے کے رات دن یوں ہی نہیں سنورے کسی نے دھوپ بخشی ہے کسی نے چاندنی دی ہے نظر کو سبز میدانوں نے کیا کیا وسعتیں بخشیں پگھلتے ابشاروں نے ہمیں دریا دلی دی ہے محبت ناروا تقسیم کی قائل نہیں پھر بھی مری انکھوں کو انسو تیرے ہونٹوں کو ہنسی دی ہے مری اوارگی بھی اک کرشمہ ہے زمانے میں ہر اک درویش نے مجھ کو دعائے خیر ہی دی ہے کہاں ممکن تھا کوئی کام ہم جیسے دوانوں سے تمہیں نے گیت لکھوائے تمہیں نے شاعری دی ہے,bahut dil kar ke ho to k shagufta t zg d hai chaman m g th par us ne ba mushkil ik kal d hai mire halvat kade ke raat din y h nah sa vre kis ne dhuup ba hsh hai kis ne ch ndn d hai nazar ko sabz maid no ne ky ky vus.ate ba hsh pighalte bsh ro ne hame dariy dil d hai mohabbat n rav taqs m k qaa.el nah phir bh mir kho ko aa s tere ho to ko ha s d hai mir v rg bh ik karishma hai zam ne me har ik darvesh ne mujh ko du e hair h d hai kah mumkin th ko kaam ham jaise div no se tumh ne giit likhv .e tumh ne sh .ir d hai
انکھیں چرا کے ہم سے بہار ائے یہ نہیں حصے میں اپنے صرف غبار ائے یہ نہیں کوئے غم حیات میں سب عمر کاٹ دی تھوڑا سا وقت واں بھی گزار ائے یہ نہیں خود عشق قرب جسم بھی ہے قرب‌‌ جاں کے ساتھ ہم دور ہی سے ان کو پکار ائے یہ نہیں انکھوں میں دل کھلے ہوں تو موسم کی قید کیا فصل بہار ہی میں بہار ائے یہ نہیں اب کیا کریں کہ حسن جہاں ہے عزیز ہے تیرے سوا کسی پہ نہ پیار ائے یہ نہیں وعدوں کو خون دل سے لکھو تب تو بات ہے کاغذ پہ قسمتوں کو سنوار ائے یہ نہیں کچھ روز اور کل کی مروت میں کاٹ لیں دل کو یقین وعدۂ یار ائے یہ نہیں,khe chur ke ham se bah r aa.e ye nah hisse me apne sirf hub r aa.e ye nah k e ham e hay t me sab umr kaat d tho s vaqt vaa bh guz r aa.e ye nah hud ishq qurb e jism bh hai qurb e j ke saath ham duur h se un ko puk r aa.e ye nah kho me dil khule ho to mausam k qaid ky fasl e bah r h me bah r aa.e ye nah ab ky kare ki husn jah hai aziiz hai tere siv kis pe na pyaar aa.e ye nah va.ado ko h n e dil se likho tab to baat hai k haz pe qismato ko sa v r aa.e ye nah kuchh roz aur kal k muravvat me kaat le dil ko yaq n e va.ada e y r aa.e ye nah
ہم نے کاٹی ہیں تری یاد میں راتیں اکثر دل سے گزری ہیں ستاروں کی براتیں اکثر اور تو کون ہے جو مجھ کو تسلی دیتا ہاتھ رکھ دیتی ہیں دل پر تری باتیں اکثر حسن شائستۂ تہذیب الم ہے شاید غم زدہ لگتی ہیں کیوں چاندنی راتیں اکثر حال کہنا ہے کسی سے تو مخاطب ہے کوئی کتنی دلچسپ ہوا کرتی ہیں باتیں اکثر عشق رہزن نہ سہی عشق کے ہاتھوں پھر بھی ہم نے لٹتی ہوئی دیکھی ہیں براتیں اکثر ہم سے اک بار بھی جیتا ہے نہ جیتے گا کوئی وہ تو ہم جان کے کھا لیتے ہیں ماتیں اکثر ان سے پوچھو کبھی چہرے بھی پڑھے ہیں تم نے جو کتابوں کی کیا کرتے ہیں باتیں اکثر ہم نے ان تند ہواؤں میں جلائے ہیں چراغ جن ہواؤں نے الٹ دی ہیں بساطیں اکثر,ham ne kaat hai tir yaad me r te aksar dil se guzr hai sit ro k bar te aksar aur to kaun hai jo mujh ko tasall det haath rakh det hai dil par tir b te aksar husn sh .ista e tahz b e alam hai sh yad ham zada lagt hai kyuu ch dn r te aksar haal kahn hai kis se to mu h tab hai ko kitn dilchasp hu kart hai b te aksar ishq rahzan na sah ishq ke h tho phir bh ham ne lutt hu dekh hai barate aksar ham se ik baar bh jiit hai na j teg ko vo to ham jaan ke kh lete hai m te aksar un se p chho kabh chehre bh pa he hai tum ne jo kit bo k kiy karte hai b te aksar ham ne un tund hav o me jal .e hai char h jin hav o ne ulat d hai bis te aksar
زلفیں سینہ ناف کمر ایک ندی میں کتنے بھنور صدیوں صدیوں میرا سفر منزل منزل راہ گزر کتنا مشکل کتنا کٹھن جینے سے جینے کا ہنر گاؤں میں ا کر شہر بسے گاؤں بچارے جائیں کدھر پھونکنے والے سوچا بھی پھیلے گی یہ اگ کدھر لاکھ طرح سے نام ترا بیٹھا لکھوں کاغذ پر چھوٹے چھوٹے ذہن کے لوگ ہم سے ان کی بات نہ کر پیٹ پہ پتھر باندھ نہ لے ہاتھ میں سجتے ہیں پتھر رات کے پیچھے رات چلے خواب ہوا ہر خواب سحر شب بھر تو اوارہ پھرے لوٹ چلیں اب اپنے گھر,zulfe siina naaf kamar ek nad me kitne bha var sadiyo sadiyo mer safar manzil manzil r hguzar kitn mushkil kitn kathin jiine se jiine k hunar gaa v me aa kar shahr base gaa v bich re jaa.e kidhar ph kne vaale soch bh phaileg ye aag kidhar laakh tarah se naam tir baith likkh k haz par chhote chhote zehn ke log ham se un k baat na kar pet pe patthar b dh na le haath me sajte hai patthar raat ke p chhe raat chale hv b hu har hv b e sahar shab bhar to v ra phire laut chale ab apne ghar
صبح کے درد کو راتوں کی جلن کو بھولیں کس کے گھر جائیں کہ اس وعدہ شکن کو بھولیں اج تک چوٹ دبائے نہیں دبتی دل کی کس طرح اس صنم سنگ بدن کو بھولیں اب سوا اس کے مداوائے غم دل کیا ہے اتنی پی جائیں کہ ہر رنج و محن کو بھولیں اور تہذیب غم عشق نبھا دیں کچھ دن اخری وقت میں کیا اپنے چلن کو بھولیں,sub.h ke dard ko r to k jalan ko bh le kis ke ghar jaa.e ki is va.ada shikan ko bh le aaj tak chot dab .e nah dabt dil k kis tarah us sanam e sa g badan ko bh le ab siv is ke mud v e ham e dil ky hai itn p jaa.e ki har ra j o mehan ko bh le aur tahz b e ham e ishq nibh de kuchh din hir vaqt me ky apne chalan ko bh le
تم پہ کیا بیت گئی کچھ تو بتاؤ یارو میں کوئی غیر نہیں ہوں کہ چھپاؤ یارو ان اندھیروں سے نکلنے کی کوئی راہ کرو خون دل سے کوئی مشعل ہی جلاؤ یارو ایک بھی خواب نہ ہو جن میں وہ انکھیں کیا ہیں اک نہ اک خواب تو انکھوں میں بساؤ یارو بوجھ دنیا کا اٹھاؤں گا اکیلا کب تک ہو سکے تم سے تو کچھ ہاتھ بٹاؤ یارو زندگی یوں تو نہ بانہوں میں چلی ائے گی غم دوراں کے ذرا ناز اٹھاؤ یارو عمر بھر قتل ہوا ہوں میں تمہاری خاطر اخری وقت تو سولی نہ چڑھاؤ یارو اور کچھ دیر تمہیں دیکھ کے جی لوں ٹھہرو میری بالیں سے ابھی اٹھ کے نہ جاؤ یارو,tum pe ky biit ga. kuchh to bat o yaaro mai ko hair nah huu ki chhup o yaaro in a dhero se nikalne k ko raah karo h n e dil se ko mish.al h jal o yaaro ek bh hv b na ho jin me vo khe ky hai ik na ik hv b to kho me bas o yaaro bojh duniy k uth . g akel kab tak ho sake tum se to kuchh haath bat o yaaro zindag yuu to na b ho me chal aa.eg ham e daur ke zar naaz uth o yaaro umr bhar qatl hu huu mai tumh r h tir hir vaqt to suul na cha h o yaaro aur kuchh der tumhe dekh ke j luu thahro mer b l se abh uth ke na jaao yaaro
افق اگرچہ پگھلتا دکھائی پڑتا ہے مجھے تو دور سویرا دکھائی پڑتا ہے ہمارے شہر میں بے چہرہ لوگ بستے ہیں کبھی کبھی کوئی چہرہ دکھائی پڑتا ہے چلو کہ اپنی محبت سبھی کو بانٹ ائیں ہر ایک پیار کا بھوکا دکھائی پڑتا ہے جو اپنی ذات سے اک انجمن کہا جائے وہ شخص تک مجھے تنہا دکھائی پڑتا ہے نہ کوئی خواب نہ کوئی خلش نہ کوئی خمار یہ ادمی تو ادھورا دکھائی پڑتا ہے لچک رہی ہیں شعاعوں کی سیڑھیاں پیہم فلک سے کوئی اترتا دکھائی پڑتا ہے چمکتی ریت پہ یہ غسل افتاب ترا بدن تمام سنہرا دکھائی پڑتا ہے,ufuq agarche pighalt dikh . pa t hai mujhe to duur saver dikh . pa t hai ham re shahr me be chehra log baste hai kabh kabh ko chehra dikh . pa t hai chalo ki apn mohabbat sabh ko baa t aa.e har ek pyaar k bh k dikh . pa t hai jo apn zaat se ik anjuman kah jaa.e vo sha hs tak mujhe tanh dikh . pa t hai na ko hv b na ko halish na ko hum r ye aadm to adh r dikh . pa t hai lachak rah hai shu o k s hiy paiham falak se ko utart dikh . pa t hai chamakt ret pe ye husl e ft b tir badan tam m sunahr dikh . pa t hai
دل کو ہر لمحہ بچاتے رہے جذبات سے ہم اتنے مجبور رہے ہیں کبھی حالات سے ہم نشۂ مے سے کہیں پیاس بجھی ہے دل کی تشنگی اور بڑھا لائے خراجات سے ہم اج تو مل کے بھی جیسے نہ ملے ہوں تجھ سے چونک اٹھتے تھے کبھی تیری ملاقات سے ہم عشق میں اج بھی ہے نیم نگاہی کا چلن پیار کرتے ہیں اسی حسن روایات سے ہم مرکز دیدۂ خوبان جہاں ہیں بھی تو کیا ایک نسبت بھی تو رکھتے ہیں تری ذات سے ہم,dil ko har lamha bach te rahe jazb t se ham itne majb r rahe hai kabh h l t se ham nashsha e mai se kah pyaas bujh hai dil k tishnag aur ba h laa.e har j t se ham aaj to mil ke bh jaise na mile ho tujh se chau k uthte the kabh ter mul q t se ham ishq me aaj bh hai n m nig h k chalan pyaar karte hai us husn e riv y t se ham markaz e d da e h b n e jah hai bh to ky ek nisbat bh to rakhte hai tir zaat se ham
لوگ کہتے ہیں کہ تو اب بھی خفا ہے مجھ سے تیری انکھوں نے تو کچھ اور کہا ہے مجھ سے ہائے اس وقت کو کوسوں کہ دعا دوں یارو جس نے ہر درد مرا چھین لیا ہے مجھ سے دل کا یہ حال کہ دھڑکے ہی چلا جاتا ہے ایسا لگتا ہے کوئی جرم ہوا ہے مجھ سے کھو گیا اج کہاں رزق کا دینے والا کوئی روٹی جو کھڑا مانگ رہا ہے مجھ سے اب مرے قتل کی تدبیر تو کرنی ہوگی کون سا راز ہے تیرا جو چھپا ہے مجھ سے,log kahte hai ki t ab bh haf hai mujh se ter kho ne to kuchh aur kah hai mujh se haa.e us vaqt ko kos ki du duu yaaro jis ne har dard mir chh n liy hai mujh se dil k ye haal ki dha ke h chal jaat hai ais lagt hai ko jurm hu hai mujh se kho gay aaj kah rizq k dene vaal ko rot jo kha maa g rah hai mujh se ab mire qatl k tadb r to karn hog kaun s raaz hai ter jo chhup hai mujh se
تو اس قدر مجھے اپنے قریب لگتا ہے تجھے الگ سے جو سوچوں عجیب لگتا ہے جسے نہ حسن سے مطلب نہ عشق سے سروکار وہ شخص مجھ کو بہت بد نصیب لگتا ہے حدود ذات سے باہر نکل کے دیکھ ذرا نہ کوئی غیر نہ کوئی رقیب لگتا ہے یہ دوستی یہ مراسم یہ چاہتیں یہ خلوص کبھی کبھی مجھے سب کچھ عجیب لگتا ہے افق پہ دور چمکتا ہوا کوئی تارا مجھے چراغ دیار حبیب لگتا ہے,t is qadar mujhe apne qar b lagt hai tujhe alag se jo soch ajiib lagt hai jise na husn se matlab na ishq se sarok r vo sha hs mujh ko bahut bad nas b lagt hai hud d e z t se b har nikal ke dekh zar na ko hair na ko raq b lagt hai ye dost ye mar sim ye ch hate ye hul s kabh kabh mujhe sab kuchh ajiib lagt hai ufuq pe duur chamakt hu ko taar mujhe char h e day r e hab b lagt hai
خود بہ خود مے ہے کہ شیشے میں بھری اوے ہے کس بلا کی تمہیں جادو نظری اوے ہے دل میں در اوے ہے ہر صبح کوئی یاد ایسے جوں دبے پاؤں نسیم سحری اوے ہے اور بھی زخم ہوئے جاتے ہیں گہرے دل کے ہم تو سمجھے تھے تمہیں چارہ گری اوے ہے ایک قطرہ بھی لہو جب نہ رہے سینے میں تب کہیں عشق میں کچھ بے جگری اوے ہے چاک داماں و گریباں کے بھی اداب ہیں کچھ ہر دوانے کو کہاں جامہ دری اوے ہے شجر عشق تو مانگے ہے لہو کے انسو تب کہیں جا کے کوئی شاخ ہری اوے ہے تو کبھی راگ کبھی رنگ کبھی خوشبو ہے کیسی کیسی نہ تجھے عشوہ گری اوے ہے اپ اپنے کو بھلانا کوئی اسان نہیں بڑی مشکل سے میاں بے خبری اوے ہے اے مرے شہر نگاراں ترا کیا حال ہوا چپے چپے پہ مرے انکھ بھری اوے ہے صاحبو حسن کی پہچان کوئی کھیل نہیں دل لہو ہو تو کہیں دیدہ وری اوے ہے,hud ba hud mai hai ki sh she me bhar aave hai kis bal k tumhe j d nazar aave hai dil me dar aave hai har sub.h ko yaad aise juu dabe p v nas m e sahar aave hai aur bh za hm hue jaate hai gahre dil ke ham to samjhe the tumhe ch ragar aave hai ek qatra bh lah jab na rahe siine me tab kah ishq me kuchh be jigar aave hai ch k e d m o gireb ke bh d b hai kuchh har div ne ko kah j ma dar aave hai shajar e ishq to m ge hai lah ke aa s tab kah j ke ko sh h har aave hai t kabh raag kabh ra g kabh hushb hai kais kais na tujhe ishva gar aave hai p apne ko bhul n ko s n nah ba mushkil se miy be habar aave hai ai mire shahr e nig r tir ky haal hu chappe chappe pe mire aa kh bhar aave hai s hibo husn k pahch n ko khel nah dil lah ho to kah d da var aave hai
